"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"1","TC0100006494.hg.1","B3GALT6","126792","beta-1,3-galactosyltransferase 6",-0.113885026308793,6.81993599814334,-0.735828232836465,0.470455888373219,0.601881946164135,-6.91914282672953
"2","TC0100006550.hg.1","PRKCZ","5590","protein kinase C zeta",-0.312779517557013,5.64882497667738,-1.6943464808524,0.10585853715599,0.199481085483205,-5.79827421296898
"3","TC0100006565.hg.1","SKI","6497","SKI proto-oncogene",-0.369316496425004,6.13876528652725,-2.89207625347928,0.00906916653320793,0.0294049307064095,-3.55726063449864
"4","TC0100006698.hg.1","PHF13","148479","PHD finger protein 13",-0.10222299829494,7.33393520778367,-0.669544482260163,0.510874712726145,0.63687396874584,-6.96660967428497
"5","TC0100006761.hg.1","CA6","765","carbonic anhydrase 6",-0.0715776452815802,4.304332842373,-0.34126798229883,0.736493760868772,0.820857225459348,-7.13749475089328
"6","TC0100006771.hg.1","H6PD","9563","hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase",0.538441539435799,5.54892356002988,2.43259564514726,0.0245986444563385,0.0644913498487244,-4.49551017977899
"7","TC0100006801.hg.1","NMNAT1","64802","nicotinamide nucleotide adenylyltransferase 1",0.118718695332643,6.08161022037314,0.775579943608854,0.447154466346628,0.582932081873811,-6.88864389498674
"8","TC0100006861.hg.1","FBXO44","93611","F-box protein 44",0.14836882504822,5.91772715969243,1.11493002925014,0.278219556319733,0.411026338787608,-6.56849117030273
"9","TC0100006864.hg.1","DRAXIN","374946","dorsal inhibitory axon guidance protein",0.57386531090869,6.16894714052559,3.17913033926042,0.00475444188589174,0.0173467816640494,-2.93770851581076
"10","TC0100006865.hg.1","AGTRAP","57085","angiotensin II receptor associated protein",0.376071953040104,6.86007609421639,2.42891688542013,0.0247903347916923,0.0649203903198728,-4.50269470343682
"11","TC0100006874.hg.1","PLOD1","5351","procollagen-lysine,2-oxoglutarate 5-dioxygenase 1",-0.016526787939986,8.6380799512376,-0.15420952585059,0.879004217313596,0.922341113485243,-7.18573639513215
"12","TC0100006954.hg.1","KAZN","23254","kazrin, periplakin interacting protein",-0.21580279193472,6.16864431736009,-0.865334913557129,0.397210120962969,0.532450162147813,-6.81426019443508
"13","TC0100006977.hg.1","TMEM51","55092","transmembrane protein 51",-0.209290835455354,6.66775039685856,-1.51231275830772,0.146238764593099,0.255215032064097,-6.06789302061692
"14","TC0100006982.hg.1","EFHD2","79180","EF-hand domain family member D2",-0.337684809673595,7.98883031051978,-2.50030545982285,0.0213083951992791,0.0574594465769728,-4.36224891215294
"15","TC0100007160.hg.1","MRTO4","51154","MRT4 homolog, ribosome maturation factor",0.0513425726581556,6.89922431093726,0.396335587136444,0.69609279702793,0.79089807367836,-7.11642408468313
"16","TC0100007184.hg.1","OTUD3","23252","OTU deubiquitinase 3",-0.205627696915619,7.01338360114215,-1.32012446145182,0.201839828799187,0.323474699667787,-6.32586719122037
"17","TC0100007283.hg.1","ZBTB40","9923","zinc finger and BTB domain containing 40",-0.171849665921792,6.78563249135381,-1.06050423338481,0.301670230078244,0.436206485091277,-6.62683200495915
"18","TC0100007295.hg.1","EPHB2","2048","EPH receptor B2",-0.773891168860654,5.06827881982999,-5.05445293418326,6.22885239457817e-05,0.000565416011119123,1.34872790858969
"19","TC0100007365.hg.1","NIPAL3","57185","NIPA like domain containing 3",0.307369796551532,5.11658097279293,2.07453453645475,0.0512757813763094,0.115004475538723,-5.16495622055164
"20","TC0100007378.hg.1","CLIC4","25932","chloride intracellular channel 4",-0.233509340535459,8.853685919711,-1.86051317583092,0.0777189923414362,0.157824094096864,-5.53244637077944
"21","TC0100007406.hg.1","LDLRAP1","26119","low density lipoprotein receptor adaptor protein 1",-0.0363097721691048,7.14726971948139,-0.24113201135349,0.811930148932729,0.874037802733907,-7.16782351276568
"22","TC0100007412.hg.1","MAN1C1","57134","mannosidase alpha class 1C member 1",0.046235164246295,6.39664020877034,0.23177205935094,0.819091588100959,0.878886223153521,-7.17012908328807
"23","TC0100007434.hg.1","EXTL1","2134","exostosin like glycosyltransferase 1",0.0400322917431053,5.87566360484657,0.272909847703851,0.787746230096506,0.856567648038239,-7.15931944870206
"24","TC0100007449.hg.1","SH3BGRL3","83442","SH3 domain binding glutamate rich protein like 3",-0.196117764924347,7.90754326456166,-1.38908112339918,0.180221823647597,0.297918918428848,-6.23660251497286
"25","TC0100007463.hg.1","HMGN2","3151","high mobility group nucleosomal binding domain 2",-0.395047018526201,10.4052389805937,-3.39446080211128,0.00290639762107024,0.011641284503034,-2.46070898597752
"26","TC0100007477.hg.1","ARID1A","8289","AT-rich interaction domain 1A",-0.487177792385254,8.23826553653001,-3.48506289307321,0.002359297388626,0.00973578155912511,-2.25751881229271
"27","TC0100007484.hg.1","ZDHHC18","84243","zinc finger DHHC-type containing 18",0.0489328383052925,7.76451254645745,0.340440549111288,0.737107201073228,0.821175731705738,-7.13778766578964
"28","TC0100007486.hg.1","SFN","2810","stratifin",0.236005611308775,6.52784220243582,1.19246817664604,0.247161482765504,0.376681259119251,-6.48095650315116
"29","TC0100007512.hg.1","GPR3","2827","G protein-coupled receptor 3",0.228633294390299,5.55855520345554,1.40645276891656,0.175078150786292,0.291825669274445,-6.21352461041281
"30","TC0100007556.hg.1","PHACTR4","65979","phosphatase and actin regulator 4",-0.544307046248068,7.21819327823201,-3.8604972459017,0.000988285111963263,0.00493609500365686,-1.40402523955366
"31","TC0100007573.hg.1","OPRD1","4985","opioid receptor delta 1",-0.213335955115273,6.17059141830693,-1.55085817429798,0.13675967699424,0.242697318698095,-6.01278278689495
"32","TC0100007574.hg.1","EPB41","2035","erythrocyte membrane protein band 4.1",-0.695189623666443,7.82131417240594,-4.92956686554523,8.28833204436393e-05,0.000692689122119224,1.06220747057752
"33","TC0100007638.hg.1","SERINC2","347735","serine incorporator 2",0.349768556578614,6.89722912881175,2.66774969506585,0.0148581070134141,0.0431034056842778,-4.02483131019363
"34","TC0100007645.hg.1","TINAGL1","64129","tubulointerstitial nephritis antigen like 1",0.00135072519299317,5.09460855062022,0.0080368638845092,0.993667936920203,0.995924720129225,-7.19811697816788
"35","TC0100007690.hg.1","RBBP4","5928","RB binding protein 4, chromatin remodeling factor",-0.297671779125306,8.9667773772446,-2.90069791299582,0.00889682436330458,0.0290086597197889,-3.53897426429085
"36","TC0100007716.hg.1","ZNF362","149076","zinc finger protein 362",0.219997060182453,7.01133119462173,1.56616676127172,0.133139249789764,0.237822039555018,-5.99059410399527
"37","TC0100007765.hg.1","ZMYM4","9202","zinc finger MYM-type containing 4",-0.199712873999033,8.24023155345745,-1.76619819593804,0.0927644308714732,0.180159108613641,-5.68553882060352
"38","TC0100007789.hg.1","AGO3","192669","argonaute RISC catalytic component 3",0.10980373416077,7.07147197088795,0.504708731120906,0.619329725151577,0.732064495137044,-7.06594433411457
"39","TC0100007858.hg.1","UTP11","51118","UTP11 small subunit processome component",-0.384342429926937,8.14047120925658,-2.97064348615489,0.00761044175941533,0.0254966319436273,-3.38983370577995
